Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method,Brand
Amazon,2021-04-18,Northeast,New Hampshire,Women's Apparel,33,10,33,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Women's Apparel,46,15,67,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Women's Apparel,53,10,55,Outlet,Nike
Amazon,2021-03-17,Northeast,New Hampshire,Women's Apparel,36,10,36,Outlet,Nike
Amazon,2021-05-17,Northeast,New Hampshire,Women's Apparel,46,14,64,Outlet,Nike
Amazon,2021-02-19,Northeast,New Hampshire,Women's Apparel,36,12,45,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Women's Apparel,47,16,77,Outlet,Nike
Amazon,2021-06-19,Northeast,New Hampshire,Women's Apparel,50,16,81,Outlet,Nike
Amazon,2021-01-21,Northeast,Vermont,Women's Apparel,35,10,35,Outlet,Nike
Amazon,2021-08-11,Northeast,Vermont,Women's Apparel,44,14,60,Outlet,Nike
Amazon,2021-04-11,Northeast,Vermont,Women's Apparel,36,9,32,Outlet,Nike
Amazon,2021-06-12,Northeast,Vermont,Women's Apparel,49,16,77,Outlet,Nike
Amazon,2021-03-10,Northeast,Vermont,Women's Apparel,29,10,28,Outlet,Nike
Amazon,2021-09-10,Northeast,Vermont,Women's Apparel,45,9,42,Outlet,Nike
Amazon,2021-05-10,Northeast,Vermont,Women's Apparel,47,12,56,Outlet,Nike
Amazon,2021-02-12,Northeast,Vermont,Women's Apparel,35,11,37,Outlet,Nike
Amazon,2021-07-10,Northeast,Vermont,Women's Apparel,49,18,86,Outlet,Nike
Amazon,2021-11-11,Northeast,Vermont,Women's Apparel,57,13,73,Outlet,Nike
Amazon,2021-12-10,Northeast,Vermont,Women's Apparel,60,15,87,Outlet,Nike
Amazon,2021-10-27,Northeast,Maine,Women's Athletic Footwear,35,5,175,Outlet,Nike
Amazon,2021-10-21,Northeast,Maine,Women's Athletic Footwear,35,8,263,Outlet,Nike
Amazon,2021-11-02,Northeast,Maine,Women's Athletic Footwear,35,8,263,Outlet,Nike
Amazon,2021-11-08,Northeast,Maine,Women's Athletic Footwear,45,13,563,Outlet,Nike
Amazon,2021-12-30,Northeast,Maine,Women's Athletic Footwear,45,13,563,Outlet,Nike
Amazon,2021-11-14,Northeast,Maine,Women's Athletic Footwear,45,18,788,Outlet,Nike
Amazon,2021-11-20,Northeast,Maine,Women's Athletic Footwear,45,18,788,Outlet,Nike
Amazon,2021-12-24,Northeast,Maine,Women's Athletic Footwear,45,18,788,Outlet,Nike
Amazon,2021-10-19,Northeast,Maine,Women's Athletic Footwear,55,10,550,Outlet,Nike
Amazon,2021-11-18,Northeast,Maine,Women's Athletic Footwear,55,18,963,Outlet,Nike
Amazon,2021-12-17,Northeast,Maine,Women's Athletic Footwear,55,20,1100,Outlet,Nike
Amazon,2021-12-13,Northeast,Massachusetts,Women's Athletic Footwear,43,11,45,Outlet,Nike
Amazon,2021-11-14,Northeast,Massachusetts,Women's Athletic Footwear,42,8,35,Outlet,Nike
Amazon,2021-01-14,Northeast,Massachusetts,Women's Athletic Footwear,29,5,15,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Women's Athletic Footwear,55,23,1238,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Women's Athletic Footwear,55,28,1513,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Women's Athletic Footwear,55,33,1788,Outlet,Nike
Amazon,2021-04-18,Northeast,New Hampshire,Women's Athletic Footwear,35,5,19,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Women's Athletic Footwear,42,9,37,Outlet,Nike
Amazon,2021-02-19,Northeast,New Hampshire,Women's Athletic Footwear,31,7,21,Outlet,Nike
Amazon,2021-06-19,Northeast,New Hampshire,Women's Athletic Footwear,37,10,38,Outlet,Nike
Amazon,2021-05-17,Northeast,New Hampshire,Women's Athletic Footwear,41,9,37,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Women's Athletic Footwear,39,11,42,Outlet,Nike
Amazon,2021-03-17,Northeast,New Hampshire,Women's Athletic Footwear,33,5,15,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Women's Athletic Footwear,41,7,30,Outlet,Nike
Amazon,2021-01-21,Northeast,Vermont,Women's Athletic Footwear,36,6,22,Outlet,Nike
Amazon,2021-10-12,Northeast,Vermont,Women's Athletic Footwear,46,6,28,Outlet,Nike
Amazon,2021-02-12,Northeast,Vermont,Women's Athletic Footwear,30,5,14,Outlet,Nike
Amazon,2021-11-11,Northeast,Vermont,Women's Athletic Footwear,42,10,40,Outlet,Nike
Amazon,2021-03-10,Northeast,Vermont,Women's Athletic Footwear,30,4,12,Outlet,Nike
Amazon,2021-04-11,Northeast,Vermont,Women's Athletic Footwear,30,5,15,Outlet,Nike
Amazon,2021-09-10,Northeast,Vermont,Women's Athletic Footwear,35,7,23,Outlet,Nike
Amazon,2021-06-12,Northeast,Vermont,Women's Athletic Footwear,38,10,39,Outlet,Nike
Amazon,2021-05-10,Northeast,Vermont,Women's Athletic Footwear,40,8,33,Outlet,Nike
Amazon,2021-07-10,Northeast,Vermont,Women's Athletic Footwear,36,10,35,Outlet,Nike
Amazon,2021-08-11,Northeast,Vermont,Women's Athletic Footwear,40,9,34,Outlet,Nike
Amazon,2021-12-10,Northeast,Vermont,Women's Athletic Footwear,44,10,44,Outlet,Nike
Amazon,2021-11-01,Northeast,Maine,Women's Street Footwear,30,15,450,Outlet,Nike
Amazon,2021-10-20,Northeast,Maine,Women's Street Footwear,30,20,600,Outlet,Nike
Amazon,2021-10-26,Northeast,Maine,Women's Street Footwear,30,20,600,Outlet,Nike
Amazon,2021-12-29,Northeast,Maine,Women's Street Footwear,45,15,675,Outlet,Nike
Amazon,2021-11-07,Northeast,Maine,Women's Street Footwear,45,18,788,Outlet,Nike
Amazon,2021-11-13,Northeast,Maine,Women's Street Footwear,45,20,900,Outlet,Nike
Amazon,2021-11-19,Northeast,Maine,Women's Street Footwear,45,23,1013,Outlet,Nike
Amazon,2021-12-23,Northeast,Maine,Women's Street Footwear,45,23,1013,Outlet,Nike
Amazon,2021-10-19,Northeast,Maine,Women's Street Footwear,55,13,688,Outlet,Nike
Amazon,2021-11-18,Northeast,Maine,Women's Street Footwear,55,20,1073,Outlet,Nike
Amazon,2021-12-17,Northeast,Maine,Women's Street Footwear,55,25,1375,Outlet,Nike
Amazon,2021-12-13,Northeast,Massachusetts,Women's Street Footwear,36,11,40,Outlet,Nike
Amazon,2021-11-14,Northeast,Massachusetts,Women's Street Footwear,44,9,40,Outlet,Nike
Amazon,2021-02-12,Northeast,Massachusetts,Women's Street Footwear,25,9,21,Outlet,Nike
Amazon,2021-01-14,Northeast,Massachusetts,Women's Street Footwear,27,10,27,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Women's Street Footwear,55,25,1375,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Women's Street Footwear,55,38,2063,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Women's Street Footwear,55,38,2063,Outlet,Nike
Amazon,2021-09-17,Northeast,New Hampshire,Women's Street Footwear,43,8,34,Outlet,Nike
Amazon,2021-04-18,Northeast,New Hampshire,Women's Street Footwear,26,8,21,Outlet,Nike
Amazon,2021-03-17,Northeast,New Hampshire,Women's Street Footwear,32,11,34,Outlet,Nike
Amazon,2021-05-17,Northeast,New Hampshire,Women's Street Footwear,42,10,42,Outlet,Nike
Amazon,2021-08-18,Northeast,New Hampshire,Women's Street Footwear,39,11,44,Outlet,Nike
Amazon,2021-07-17,Northeast,New Hampshire,Women's Street Footwear,37,13,47,Outlet,Nike
Amazon,2021-06-19,Northeast,New Hampshire,Women's Street Footwear,43,11,47,Outlet,Nike
Amazon,2021-02-19,Northeast,Vermont,Women's Street Footwear,31,10,30,Outlet,Nike
Amazon,2021-01-21,Northeast,Vermont,Women's Street Footwear,28,10,28,Outlet,Nike
Amazon,2021-07-10,Northeast,Vermont,Women's Street Footwear,33,11,36,Outlet,Nike
Amazon,2021-05-10,Northeast,Vermont,Women's Street Footwear,37,10,36,Outlet,Nike
Amazon,2021-10-12,Northeast,Vermont,Women's Street Footwear,40,7,26,Outlet,Nike
Amazon,2021-03-10,Northeast,Vermont,Women's Street Footwear,23,9,20,Outlet,Nike
Amazon,2021-08-11,Northeast,Vermont,Women's Street Footwear,34,12,39,Outlet,Nike
Amazon,2021-06-12,Northeast,Vermont,Women's Street Footwear,35,10,36,Outlet,Nike
Amazon,2021-12-10,Northeast,Vermont,Women's Street Footwear,44,13,58,Outlet,Nike
Amazon,2021-04-11,Northeast,Vermont,Women's Street Footwear,25,7,19,Outlet,Nike
Amazon,2021-09-10,Northeast,Vermont,Women's Street Footwear,40,7,29,Outlet,Nike
Foot Locker,2021-12-03,Northeast,Connecticut,Men's Apparel,42,10,42,Outlet,Nike
Foot Locker,2021-01-10,Northeast,Connecticut,Men's Apparel,34,4,15,Outlet,Nike
Foot Locker,2021-11-04,Northeast,Connecticut,Men's Apparel,44,9,39,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Apparel,65,20,1300,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Apparel,50,6,32,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Apparel,75,18,1313,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Apparel,75,30,2250,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Apparel,75,35,2625,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Apparel,50,6,29,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Apparel,59,10,57,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Apparel,50,12,62,Outlet,Nike
Foot Locker,2020-01-29,Northeast,New York,Men's Apparel,43,29,124,Outlet,Nike
Foot Locker,2020-03-08,Northeast,New York,Men's Apparel,45,29,130,Outlet,Nike
Foot Locker,2020-03-14,Northeast,New York,Men's Apparel,46,28,128,Outlet,Nike
Foot Locker,2020-01-23,Northeast,New York,Men's Apparel,43,31,132,Outlet,Nike
Foot Locker,2020-02-10,Northeast,New York,Men's Apparel,47,28,132,Outlet,Nike
Foot Locker,2020-02-04,Northeast,New York,Men's Apparel,44,28,124,Outlet,Nike
Foot Locker,2020-01-05,Northeast,New York,Men's Apparel,43,31,132,Outlet,Nike
Foot Locker,2021-12-19,Northeast,Pennsylvania,Men's Apparel,43,3,13,Outlet,Nike
Foot Locker,2021-12-13,Northeast,Pennsylvania,Men's Apparel,36,4,15,Outlet,Nike
Foot Locker,2021-11-07,Northeast,Pennsylvania,Men's Apparel,41,2,10,Outlet,Nike
Foot Locker,2021-11-01,Northeast,Pennsylvania,Men's Apparel,39,4,16,Outlet,Nike
Foot Locker,2021-11-13,Northeast,Pennsylvania,Men's Apparel,45,3,12,Outlet,Nike
Foot Locker,2021-11-19,Northeast,Pennsylvania,Men's Apparel,51,4,20,Outlet,Nike
Foot Locker,2021-12-07,Northeast,Pennsylvania,Men's Apparel,46,5,25,Outlet,Nike
Foot Locker,2021-12-31,Northeast,Pennsylvania,Men's Apparel,46,6,26,Outlet,Nike
Foot Locker,2021-12-25,Northeast,Pennsylvania,Men's Apparel,51,5,24,Outlet,Nike
Foot Locker,2021-12-01,Northeast,Pennsylvania,Men's Apparel,50,6,32,Outlet,Nike
Foot Locker,2021-10-26,Northeast,Pennsylvania,Men's Apparel,42,4,17,Outlet,Nike
Foot Locker,2021-11-25,Northeast,Pennsylvania,Men's Apparel,43,5,21,Outlet,Nike
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Apparel,33,2,5,Outlet,Nike
Foot Locker,2021-10-08,Northeast,Rhode Island,Men's Apparel,40,2,9,Outlet,Nike
Foot Locker,2021-07-06,Northeast,Rhode Island,Men's Apparel,33,7,22,Outlet,Nike
Foot Locker,2021-06-08,Northeast,Rhode Island,Men's Apparel,39,7,26,Outlet,Nike
Foot Locker,2021-03-06,Northeast,Rhode Island,Men's Apparel,33,3,8,Outlet,Nike
Foot Locker,2021-09-06,Northeast,Rhode Island,Men's Apparel,34,3,11,Outlet,Nike
Foot Locker,2021-02-08,Northeast,Rhode Island,Men's Apparel,34,4,14,Outlet,Nike
Foot Locker,2021-08-07,Northeast,Rhode Island,Men's Apparel,37,4,15,Outlet,Nike
Foot Locker,2021-05-06,Northeast,Rhode Island,Men's Apparel,40,5,22,Outlet,Nike
Foot Locker,2021-02-08,Northeast,Connecticut,Men's Athletic Footwear,24,4,10,Outlet,Nike
Foot Locker,2021-01-10,Northeast,Connecticut,Men's Athletic Footwear,28,8,22,Outlet,Nike
Foot Locker,2021-12-03,Northeast,Connecticut,Men's Athletic Footwear,37,13,48,Outlet,Nike
Foot Locker,2021-11-04,Northeast,Connecticut,Men's Athletic Footwear,37,11,39,Outlet,Nike
Foot Locker,2021-02-22,Northeast,New Hampshire,Men's Athletic Footwear,55,23,1238,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Athletic Footwear,55,30,1650,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Athletic Footwear,36,9,33,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Athletic Footwear,65,30,1950,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Athletic Footwear,65,33,2113,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Athletic Footwear,65,43,2763,Outlet,Nike
Foot Locker,2021-02-22,Northeast,New Hampshire,Men's Athletic Footwear,42,7,29,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Athletic Footwear,49,13,63,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Athletic Footwear,42,11,48,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Athletic Footwear,44,10,44,Outlet,Nike
Foot Locker,2020-02-01,Northeast,New York,Men's Athletic Footwear,35,32,110,Outlet,Nike
Foot Locker,2020-01-08,Northeast,New York,Men's Athletic Footwear,39,32,123,Outlet,Nike
Foot Locker,2020-03-17,Northeast,New York,Men's Athletic Footwear,37,36,133,Outlet,Nike
Foot Locker,2020-03-05,Northeast,New York,Men's Athletic Footwear,41,34,139,Outlet,Nike
Foot Locker,2020-01-02,Northeast,New York,Men's Athletic Footwear,36,32,115,Outlet,Nike
Foot Locker,2020-02-07,Northeast,New York,Men's Athletic Footwear,37,30,110,Outlet,Nike
Foot Locker,2020-01-26,Northeast,New York,Men's Athletic Footwear,35,32,110,Outlet,Nike
Foot Locker,2020-03-11,Northeast,New York,Men's Athletic Footwear,41,32,130,Outlet,Nike
Foot Locker,2021-12-16,Northeast,Pennsylvania,Men's Athletic Footwear,35,7,24,Outlet,Nike
Foot Locker,2021-11-10,Northeast,Pennsylvania,Men's Athletic Footwear,37,5,19,Outlet,Nike
Foot Locker,2021-11-16,Northeast,Pennsylvania,Men's Athletic Footwear,40,5,22,Outlet,Nike
Foot Locker,2021-12-10,Northeast,Pennsylvania,Men's Athletic Footwear,40,9,36,Outlet,Nike
Foot Locker,2021-11-04,Northeast,Pennsylvania,Men's Athletic Footwear,33,5,17,Outlet,Nike
Foot Locker,2021-11-22,Northeast,Pennsylvania,Men's Athletic Footwear,41,9,35,Outlet,Nike
Foot Locker,2021-11-28,Northeast,Pennsylvania,Men's Athletic Footwear,45,10,45,Outlet,Nike
Foot Locker,2021-10-29,Northeast,Pennsylvania,Men's Athletic Footwear,32,4,14,Outlet,Nike
Foot Locker,2021-12-28,Northeast,Pennsylvania,Men's Athletic Footwear,47,9,40,Outlet,Nike
Foot Locker,2021-12-22,Northeast,Pennsylvania,Men's Athletic Footwear,43,7,29,Outlet,Nike
Foot Locker,2021-12-04,Northeast,Pennsylvania,Men's Athletic Footwear,44,10,45,Outlet,Nike
Foot Locker,2021-09-06,Northeast,Rhode Island,Men's Athletic Footwear,30,8,24,Outlet,Nike
Foot Locker,2021-05-06,Northeast,Rhode Island,Men's Athletic Footwear,32,6,19,Outlet,Nike
Foot Locker,2021-07-06,Northeast,Rhode Island,Men's Athletic Footwear,32,11,36,Outlet,Nike
Foot Locker,2021-08-07,Northeast,Rhode Island,Men's Athletic Footwear,31,11,34,Outlet,Nike
Foot Locker,2021-10-08,Northeast,Rhode Island,Men's Athletic Footwear,38,7,26,Outlet,Nike
Foot Locker,2021-03-06,Northeast,Rhode Island,Men's Athletic Footwear,27,5,12,Outlet,Nike
Foot Locker,2021-06-08,Northeast,Rhode Island,Men's Athletic Footwear,35,11,37,Outlet,Nike
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Athletic Footwear,23,4,9,Outlet,Nike
Foot Locker,2021-02-08,Northeast,Connecticut,Men's Street Footwear,24,16,39,Outlet,Nike
Foot Locker,2021-01-10,Northeast,Connecticut,Men's Street Footwear,23,15,34,Outlet,Nike
Foot Locker,2021-12-03,Northeast,Connecticut,Men's Street Footwear,45,17,78,Outlet,Nike
Foot Locker,2021-11-04,Northeast,Connecticut,Men's Street Footwear,51,15,76,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Street Footwear,55,50,2750,Outlet,Nike
Foot Locker,2021-02-22,Northeast,New Hampshire,Men's Street Footwear,55,58,3163,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Street Footwear,36,17,59,Outlet,Nike
Foot Locker,2021-02-22,Northeast,New Hampshire,Men's Street Footwear,41,18,75,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Street Footwear,70,48,3325,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Street Footwear,75,45,3375,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Street Footwear,75,63,4688,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Street Footwear,52,16,84,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Men's Street Footwear,59,15,88,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Men's Street Footwear,49,20,98,Outlet,Nike
Foot Locker,2020-01-07,Northeast,New York,Men's Street Footwear,33,39,128,Outlet,Nike
Foot Locker,2020-01-01,Northeast,New York,Men's Street Footwear,34,38,131,Outlet,Nike
Foot Locker,2020-01-25,Northeast,New York,Men's Street Footwear,40,39,156,Outlet,Nike
Foot Locker,2020-03-16,Northeast,New York,Men's Street Footwear,41,38,154,Outlet,Nike
Foot Locker,2020-02-06,Northeast,New York,Men's Street Footwear,44,37,161,Outlet,Nike
Foot Locker,2020-03-10,Northeast,New York,Men's Street Footwear,44,43,191,Outlet,Nike
Foot Locker,2020-03-04,Northeast,New York,Men's Street Footwear,47,40,188,Outlet,Nike
Foot Locker,2020-01-31,Northeast,New York,Men's Street Footwear,33,37,123,Outlet,Nike
Foot Locker,2021-11-15,Northeast,Pennsylvania,Men's Street Footwear,44,15,66,Outlet,Nike
Foot Locker,2021-12-09,Northeast,Pennsylvania,Men's Street Footwear,46,16,75,Outlet,Nike
Foot Locker,2021-12-15,Northeast,Pennsylvania,Men's Street Footwear,47,12,58,Outlet,Nike
Foot Locker,2021-11-09,Northeast,Pennsylvania,Men's Street Footwear,35,14,49,Outlet,Nike
Foot Locker,2021-11-21,Northeast,Pennsylvania,Men's Street Footwear,49,17,83,Outlet,Nike
Foot Locker,2021-11-27,Northeast,Pennsylvania,Men's Street Footwear,49,18,86,Outlet,Nike
Foot Locker,2021-11-03,Northeast,Pennsylvania,Men's Street Footwear,39,16,61,Outlet,Nike
Foot Locker,2021-12-03,Northeast,Pennsylvania,Men's Street Footwear,51,18,91,Outlet,Nike
Foot Locker,2021-10-28,Northeast,Pennsylvania,Men's Street Footwear,32,17,53,Outlet,Nike
Foot Locker,2021-12-21,Northeast,Pennsylvania,Men's Street Footwear,48,12,60,Outlet,Nike
Foot Locker,2021-12-27,Northeast,Pennsylvania,Men's Street Footwear,53,14,76,Outlet,Nike
Foot Locker,2021-03-06,Northeast,Rhode Island,Men's Street Footwear,26,16,41,Outlet,Nike
Foot Locker,2021-07-06,Northeast,Rhode Island,Men's Street Footwear,38,17,66,Outlet,Nike
Foot Locker,2021-06-08,Northeast,Rhode Island,Men's Street Footwear,36,18,63,Outlet,Nike
Foot Locker,2021-10-08,Northeast,Rhode Island,Men's Street Footwear,37,11,42,Outlet,Nike
Foot Locker,2021-08-07,Northeast,Rhode Island,Men's Street Footwear,38,18,69,Outlet,Nike
Foot Locker,2021-05-06,Northeast,Rhode Island,Men's Street Footwear,39,15,59,Outlet,Nike
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Street Footwear,28,13,37,Outlet,Nike
Foot Locker,2021-09-06,Northeast,Rhode Island,Men's Street Footwear,39,13,50,Outlet,Nike
Foot Locker,2021-12-03,Northeast,Connecticut,Women's Apparel,52,12,62,Outlet,Nike
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Apparel,52,12,60,Outlet,Nike
Foot Locker,2021-10-05,Northeast,Connecticut,Women's Apparel,46,9,43,Outlet,Nike
Foot Locker,2021-01-10,Northeast,Connecticut,Women's Apparel,26,7,19,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Women's Apparel,55,30,1650,Outlet,Nike
Foot Locker,2021-01-24,Northeast,New Hampshire,Women's Apparel,41,11,43,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Women's Apparel,80,30,2400,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Women's Apparel,80,40,3200,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Women's Apparel,80,45,3600,Outlet,Nike
Foot Locker,2021-10-19,Northeast,New Hampshire,Women's Apparel,64,9,58,Outlet,Nike
Foot Locker,2021-12-17,Northeast,New Hampshire,Women's Apparel,61,14,88,Outlet,Nike
Foot Locker,2021-11-18,Northeast,New Hampshire,Women's Apparel,61,12,73,Outlet,Nike
Foot Locker,2020-01-30,Northeast,New York,Women's Apparel,36,32,116,Outlet,Nike
Foot Locker,2020-02-05,Northeast,New York,Women's Apparel,39,33,130,Outlet,Nike
Foot Locker,2020-03-15,Northeast,New York,Women's Apparel,47,35,165,Outlet,Nike
Foot Locker,2020-01-24,Northeast,New York,Women's Apparel,36,35,126,Outlet,Nike
Foot Locker,2020-03-03,Northeast,New York,Women's Apparel,44,32,141,Outlet,Nike
Foot Locker,2020-01-06,Northeast,New York,Women's Apparel,38,33,125,Outlet,Nike
Foot Locker,2020-03-09,Northeast,New York,Women's Apparel,46,35,160,Outlet,Nike
Foot Locker,2021-11-14,Northeast,Pennsylvania,Women's Apparel,39,6,25,Outlet,Nike
Foot Locker,2021-11-08,Northeast,Pennsylvania,Women's Apparel,38,6,23,Outlet,Nike
Foot Locker,2021-12-14,Northeast,Pennsylvania,Women's Apparel,48,8,38,Outlet,Nike
Foot Locker,2021-12-20,Northeast,Pennsylvania,Women's Apparel,42,7,31,Outlet,Nike
Foot Locker,2020-01-01,Northeast,Pennsylvania,Women's Apparel,53,8,44,Outlet,Nike
Foot Locker,2021-10-27,Northeast,Pennsylvania,Women's Apparel,32,7,22,Outlet,Nike
Foot Locker,2021-11-02,Northeast,Pennsylvania,Women's Apparel,30,7,22,Outlet,Nike
Foot Locker,2021-11-26,Northeast,Pennsylvania,Women's Apparel,52,11,55,Outlet,Nike
Foot Locker,2021-12-08,Northeast,Pennsylvania,Women's Apparel,49,12,60,Outlet,Nike
Foot Locker,2021-12-02,Northeast,Pennsylvania,Women's Apparel,50,12,58,Outlet,Nike
Foot Locker,2021-12-26,Northeast,Pennsylvania,Women's Apparel,53,8,40,Outlet,Nike
Foot Locker,2021-11-20,Northeast,Pennsylvania,Women's Apparel,51,8,40,Outlet,Nike
Foot Locker,2021-07-06,Northeast,Rhode Island,Women's Apparel,38,14,52,Outlet,Nike
Foot Locker,2021-03-06,Northeast,Rhode Island,Women's Apparel,25,6,15,Outlet,Nike
Foot Locker,2021-04-07,Northeast,Rhode Island,Women's Apparel,26,6,16,Outlet,Nike
Foot Locker,2021-05-06,Northeast,Rhode Island,Women's Apparel,36,9,33,Outlet,Nike
Foot Locker,2021-09-06,Northeast,Rhode Island,Women's Apparel,41,6,26,Outlet,Nike
Foot Locker,2021-06-08,Northeast,Rhode Island,Women's Apparel,43,12,51,Outlet,Nike
Foot Locker,2021-02-08,Northeast,Rhode Island,Women's Apparel,27,8,21,Outlet,Nike
Foot Locker,2021-08-07,Northeast,Rhode Island,Women's Apparel,38,10,36,Outlet,Nike
Foot Locker,2021-12-03,Northeast,Connecticut,Women's Athletic Footwear,38,10,36,Outlet,Nike
Foot Locker,2021-11-04,Northeast,Connecticut,Women's Athletic Footwear,39,8,32,Outlet,Nike
